DEPARTMENT OF THE INTERIOR,USA,Federal Register,8ea8bd2591e0451c598c1bbc3021fa461d2e40e3.txt,https://api.govinfo.gov/packages/FR-2019-05-09/granules/2019-09557/htm?api_key=stD22vRTT0I2MUAFJNi0299a8nvz45dSlFuYd00i,Regulatory Information,2019-05-09,2019-09557,Federal,"We, the Office of Surface Mining Reclamation and Enforcement (OSMRE), are approving an amendment to the Kansas Abandoned Mine Land Reclamation (AMLR) Plan (hereinafter, the Plan) under the Surface Mining Control and Reclamation Act of 1977 (SMCRA or the Act). Kansas proposed revisions to modernize its Plan, which remains largely unchanged since its approval on February 1, 1982, and encompasses the November 14, 2008, changes to the Federal regulations.",Kansas Abandoned Mine Land Reclamation Plan,https://api.govinfo.gov/packages/FR-2019-05-09/granules/2019-09557/summary?api_key=
DEPARTMENT OF TRANSPORTATION,USA,Federal Register,96632931d71925b1875d2b62457be150846f5647.txt,https://api.govinfo.gov/packages/FR-2019-05-08/granules/2019-09399/htm?api_key=stD22vRTT0I2MUAFJNi0299a8nvz45dSlFuYd00i,Regulatory Information,2019-05-08,2019-09399,Federal,"This notice announces final environmental actions taken by the Federal Transit Administration (FTA) for projects in Spokane, Washington, and Portland and Gresham, Oregon. The purpose of this notice is to announce publicly the environmental decisions by FTA on the subject projects and to activate the limitation on any claims that may challenge these final environmental actions.",Limitation on Claims Against Proposed Public Transportation Projects,https://api.govinfo.gov/packages/FR-2019-05-08/granules/2019-09399/summary?api_key=
DEPARTMENT OF HEALTH AND HUMAN SERVICES,USA,Federal Register,2434a6c2cf9a7629430c475fcdfab290fcfdabf4.txt,https://api.govinfo.gov/packages/FR-2019-05-08/granules/2019-09402/htm?api_key=stD22vRTT0I2MUAFJNi0299a8nvz45dSlFuYd00i,Regulatory Information,2019-05-08,2019-09402,Federal,The Food and Drug Administration (FDA or Agency) is announcing the availability of a final guidance entitled ``Utilizing Animal Studies to Evaluate Organ Preservation Devices.'' The intent of this guidance is to provide recommendations regarding best practices for utilizing animal studies for the evaluation of organ preservation devices.,Utilizing Animal Studies To Evaluate Organ Preservation Devices; Guidance for Industry and Food and Drug Administration Staff; Availability,https://api.govinfo.gov/packages/FR-2019-05-08/granules/2019-09402/summary?api_key=
DEPARTMENT OF HEALTH AND HUMAN SERVICES,USA,Federal Register,e3085a702a14ee3da1b9b2cf812ba306e6926362.txt,https://api.govinfo.gov/packages/FR-2019-05-08/granules/2019-09381/htm?api_key=stD22vRTT0I2MUAFJNi0299a8nvz45dSlFuYd00i,Regulatory Information,2019-05-08,2019-09381,Federal,"The Food and Drug Administration (FDA or Agency) is announcing the availability of a final guidance for industry entitled ``Laser Products--Conformance with IEC 60825-1 Ed. 3 and IEC 60601-2-22 Ed. 3.1 (Laser Notice No. 56).'' This guidance describes the Agency's approach regarding compliance with FDA's performance standards for laser products. FDA believes that under the circumstances described in this guidance, conformance with certain International Electrotechnical Commission (IEC) standards would provide adequate protection of the public health and safety for laser products similar to performance standards in FDA's regulations. Accordingly, for laser product manufacturers that comply with the comparable clauses in IEC standards specified in the guidance, FDA does not intend to enforce the specified laser performance standards in FDA's regulations.",Laser Products-Conformance With IEC 60825-1 Ed. 3 and IEC 60601-2-22 Ed. 3.1 (Laser Notice No. 56); Guidance for Industry and Food and Drug Administration Staff; Availability,https://api.govinfo.gov/packages/FR-2019-05-08/granules/2019-09381/summary?api_key=
DEPARTMENT OF COMMERCE,USA,Federal Register,a798672ee69f1baf1249d9e8454af9c22cde4d83.txt,https://api.govinfo.gov/packages/FR-2019-05-08/granules/2019-09376/htm?api_key=stD22vRTT0I2MUAFJNi0299a8nvz45dSlFuYd00i,Regulatory Information,2019-05-08,2019-09376,Federal,"NMFS has received a request from the U.S. Navy (Navy) to extend the expiration date from December 2023 to December 2025 for Marine Mammal Protection Act (MMPA) regulations authorizing the take of marine mammals incidental to Navy training and testing activities conducted in the Hawaii-Southern California Training and Testing (HSTT) Study Area. In August 2018, the MMPA was amended by the John S. McCain National Defense Authorization Act (NDAA) for Fiscal Year 2019 to allow for seven-year authorizations for military readiness activities, as compared to the previously allowed five years. The Navy's activities qualify as military readiness activities pursuant to the MMPA as amended by the NDAA for Fiscal Year 2004. In making the request to extend the time period covered by the MMPA 2018 HSTT regulations from five to seven years, the Navy proposes no changes to their specified activities, the geographical region in which those activities would be conducted, mitigation measures, monitoring, or reporting over the longer seven- year period. NMFS invites the public to provide information, suggestions, and comments on the Navy's application.",Taking and Importing Marine Mammals; Taking Marine Mammals Incidental to the U.S. Navy Training and Testing Activities in the Hawaii-Southern California Training and Testing Study Area,https://api.govinfo.gov/packages/FR-2019-05-08/granules/2019-09376/summary?api_key=
ENVIRONMENTAL PROTECTION AGENCY,USA,Federal Register,f6bdec51bd291e874712e80680bfa7732a74e945.txt,https://api.govinfo.gov/packages/FR-2019-05-08/granules/2019-09476/htm?api_key=stD22vRTT0I2MUAFJNi0299a8nvz45dSlFuYd00i,Regulatory Information,2019-05-08,2019-09476,Federal,"The Environmental Protection Agency Region 4 is issuing a Notice of Intent to Delete the Tennessee Products Superfund Site (Site) located in Chattanooga, Tennessee, from the National Priorities List (NPL) and requests public comments on this proposed action. The NPL, promulgated pursuant to section 105 of the Comprehensive Environmental Response, Compensation, and Liability Act (CERCLA) of 1980, as amended, is an appendix of the National Oil and Hazardous Substances Pollution Contingency Plan (NCP). The EPA and the State of Tennessee (State), through the Tennessee Department of Environment and Conservation (TDEC), have determined that all appropriate response actions under CERCLA, other than Five-Year Reviews, have been completed. However, this deletion does not preclude future actions under Superfund.",National Oil and Hazardous Substances Pollution Contingency Plan; National Priorities List: Deletion of the Tennessee Products Superfund Site,https://api.govinfo.gov/packages/FR-2019-05-08/granules/2019-09476/summary?api_key=
BUREAU OF CONSUMER FINANCIAL PROTECTION,USA,Federal Register,9e962f117a59cfb991ff0bec6708e6537189ee35.txt,https://api.govinfo.gov/packages/FR-2019-05-08/granules/2019-08979/htm?api_key=stD22vRTT0I2MUAFJNi0299a8nvz45dSlFuYd00i,Regulatory Information,2019-05-08,2019-08979,Federal,"The Bureau of Consumer Financial Protection (Bureau) is issuing this Advance Notice of Proposed Rulemaking (ANPR) to solicit comments relating to whether to make changes to the data points that the Bureau's October 2015 final rule implementing the Home Mortgage Disclosure Act (HMDA) added to Regulation C or revised to require additional information. Additionally, the Bureau is issuing this ANPR to solicit comments relating to the requirement that institutions report certain business- or commercial-purpose transactions under Regulation C.",Home Mortgage Disclosure (Regulation C) Data Points and Coverage,https://api.govinfo.gov/packages/FR-2019-05-08/granules/2019-08979/summary?api_key=
DEPARTMENT OF AGRICULTURE,USA,Federal Register,27c81e436b9d00a7f281ada4e85fe8b6d3e1d4e8.txt,https://api.govinfo.gov/packages/FR-2019-05-08/granules/2019-09152/htm?api_key=stD22vRTT0I2MUAFJNi0299a8nvz45dSlFuYd00i,Regulatory Information,2019-05-08,2019-09152,Federal,"This proposed rule would implement a recommendation from the Cherry Industry Administrative Board (Board) to establish free and restricted percentages for the 2018-19 crop year under the Marketing Order for tart cherries grown in the states of Michigan, New York, Pennsylvania, Oregon, Utah, Washington, and Wisconsin. This action would establish the proportion of tart cherries from the 2018-19 crop which may be handled in commercial outlets. This action would also revise the regulations regarding grower diversion. This action should stabilize marketing conditions by adjusting supply to meet market demand and help improve grower returns.","Tart Cherries Grown in the States of Michigan, et al.; Free and Restricted Percentages for the 2018-19 Crop Year and Revision of Grower Diversion Requirements for Tart Cherries",https://api.govinfo.gov/packages/FR-2019-05-08/granules/2019-09152/summary?api_key=
DEPARTMENT OF TRANSPORTATION,USA,Federal Register,4cac5ac001cf7a603ebdacd06e6872f126825794.txt,https://api.govinfo.gov/packages/FR-2019-05-08/granules/2019-09398/htm?api_key=stD22vRTT0I2MUAFJNi0299a8nvz45dSlFuYd00i,Regulatory Information,2019-05-08,2019-09398,Federal,These amended special conditions are issued for Embraer Model EMB-550 airplanes. This airplane will have novel or unusual design features when compared to the state of technology envisioned in the airworthiness standards for transport category airplanes. This design feature is associated with an electronic flight control system that prevents the pilot from inadvertently or intentionally exceeding the positive or negative airplane limit load factor. The applicable airworthiness regulations do not contain adequate or appropriate safety standards for this design feature. These special conditions contain the additional safety standards that the Administrator considers necessary to establish a level of safety equivalent to that established by the existing airworthiness standards.,Special Conditions: Embraer Model EMB-550 Airplanes; Flight Envelope Protection: Normal Load Factor (g) Limiting,https://api.govinfo.gov/packages/FR-2019-05-08/granules/2019-09398/summary?api_key=
DEPARTMENT OF TRANSPORTATION,USA,Federal Register,7e57967dfa5cf94e0a4b1a10585723ca3dca51ac.txt,https://api.govinfo.gov/packages/FR-2019-05-07/granules/2019-09360/htm?api_key=stD22vRTT0I2MUAFJNi0299a8nvz45dSlFuYd00i,Regulatory Information,2019-05-07,2019-09360,Federal,"The Federal Aviation Administration (FAA) is considering a proposal to change 8.313 acres of airport land from aeronautical to non-aeronautical use and to authorize the lease of airport property located at John Glenn Columbus International Airport, Columbus, Ohio. The aforementioned land is not needed for aeronautical use. The subject property is located along the northern property boundary of the airport; north of Bridgeway Avenue. The parcel is currently vacant. The parcel presently serves the primary purpose of compatible land use. The parcel will continue to serve in this same capacity with a proposed change to nonaeronautical, revenue-producing use from its present aeronautical use designation. The parcel will be used for construction of a 2-story office building, approximately 19,600 square feet, connected to a 80,100 square foot building, and the potential to add a 30,000 square foot building. The proposed development also includes approximately 289 parking spaces with the flexibility to add 14 spaces for future expansion.",Public Notice for Waiver of Aeronautical Land-Use Assurance,https://api.govinfo.gov/packages/FR-2019-05-07/granules/2019-09360/summary?api_key=
DEPARTMENT OF COMMERCE,USA,Federal Register,1fe833241a3280e2b27c1cf6b7b4daa6126f5c79.txt,https://api.govinfo.gov/packages/FR-2019-05-07/granules/2019-09262/htm?api_key=stD22vRTT0I2MUAFJNi0299a8nvz45dSlFuYd00i,Regulatory Information,2019-05-07,2019-09262,Federal,"Notice is hereby given that the Oregon Department of Fish and Wildlife (ODFW) has provided a Fishery Management and Evaluation Plan (FMEP), and the Nez Perce Tribe has provided a Tribal Resource Management Plan (TRMP), pursuant to the protective regulations promulgated for Pacific salmon and steelhead under the Endangered Species Act (ESA). The FMEP and TRMP specify the implementation of fisheries targeting steelhead in the Snake River Basin. This document serves to notify the public of the availability of the FMEP, and a Proposed Evaluation and Pending Determination (PEPD) on the Nez Perce Tribe's TRMP, for comment prior to a decision by NMFS whether to approve the proposed fisheries.",Endangered and Threatened Species; Take of Anadromous Fish,https://api.govinfo.gov/packages/FR-2019-05-07/granules/2019-09262/summary?api_key=
DEPARTMENT OF THE INTERIOR,USA,Federal Register,1760f81b0c811083f30452fe05e28bb8e6b22960.txt,https://api.govinfo.gov/packages/FR-2019-05-07/granules/2019-09356/htm?api_key=stD22vRTT0I2MUAFJNi0299a8nvz45dSlFuYd00i,Regulatory Information,2019-05-07,2019-09356,Federal,"We, the U.S. Fish and Wildlife Service, published a final rule in the Federal Register on April 27, 2018, to remove the textual descriptions of critical habitat boundaries from those designations for mammals, birds, amphibians, fishes, clams, snails, arachnids, crustaceans, and insects for which the maps have been determined to be sufficient to stand as the official delineation of critical habitat. Where we determined that the maps were not sufficient to stand as the official delineation of critical habitat, we revised the textual descriptions to include the following statement: ``The map provided is for informational purposes only.'' Inadvertently, we removed, rather than revised, a map note in the critical habitat designation for the Waccamaw silverside (Menidia extensa). The map note is necessary to clarify that the map in that entry is for informational purposes only. This document makes the necessary correction to the critical habitat designation for the Waccamaw silverside.","Endangered and Threatened Wildlife and Plants; Removing Textual Descriptions of Critical Habitat Boundaries for Mammals, Birds, Amphibians, Fishes, Clams, Snails, Arachnids, Crustaceans, and Insects; Correction",https://api.govinfo.gov/packages/FR-2019-05-07/granules/2019-09356/summary?api_key=
DEPARTMENT OF ENERGY,USA,Federal Register,f45adeebc8a5f976572802b181e4e445682934c8.txt,https://api.govinfo.gov/packages/FR-2019-05-06/granules/2019-09198/htm?api_key=stD22vRTT0I2MUAFJNi0299a8nvz45dSlFuYd00i,Regulatory Information,2019-05-06,2019-09198,Federal,,Notice of Schedule for Environmental Review of the Natural Gas Pipeline Company of America Gulf Coast Southbound Project,https://api.govinfo.gov/packages/FR-2019-05-06/granules/2019-09198/summary?api_key=
DEPARTMENT OF AGRICULTURE,USA,Federal Register,d2911bdc0d38778488f72fcf6e964b8057099fe1.txt,https://api.govinfo.gov/packages/FR-2019-05-06/granules/2019-09013/htm?api_key=stD22vRTT0I2MUAFJNi0299a8nvz45dSlFuYd00i,Regulatory Information,2019-05-06,2019-09013,Federal,"The Agricultural Marketing Service (AMS) of the Department of Agriculture (USDA) proposes to revise the U.S. Standards for Grades of Apples by removing smooth net-like russeting as a grade-determining factor in the U.S. Extra Fancy, U.S. Fancy, and U.S. No. 1 grades for Fuji apples. In addition, AMS proposes to remove obsolete references to the location where color standards may be examined and purchased. The changes will modernize the standards and meet growing consumer demand by providing greater marketing flexibility.",U.S. Standards for Grades of Apples,https://api.govinfo.gov/packages/FR-2019-05-06/granules/2019-09013/summary?api_key=
DEPARTMENT OF COMMERCE,USA,Federal Register,c35fe8824e0188e8ed4702543b918b1a8b250eed.txt,https://api.govinfo.gov/packages/FR-2019-05-06/granules/2019-09064/htm?api_key=stD22vRTT0I2MUAFJNi0299a8nvz45dSlFuYd00i,Regulatory Information,2019-05-06,2019-09064,Federal,"Through this final rule, NMFS establishes fishery management measures for the 2019 ocean salmon fisheries off Washington, Oregon, and California and the 2020 salmon seasons opening earlier than May 1, 2020. Specific fishery management measures vary by fishery and by area, and establish fishing areas, seasons, quotas, legal gear, recreational fishing days and catch limits, possession and landing restrictions, and minimum lengths for salmon taken in the U.S. exclusive economic zone (EEZ) (3-200 nautical miles (nmi)) off Washington, Oregon, and California. The management measures are intended to prevent overfishing and to apportion the ocean harvest equitably among treaty Indian, non- treaty commercial, and recreational fisheries. The measures are also intended to allow a portion of the salmon runs to escape the ocean fisheries in order to provide for spawning escapement and to provide fishing opportunity for inside fisheries (fisheries occurring in state internal waters).",Fisheries Off West Coast States; West Coast Salmon Fisheries; 2019 Management Measures,https://api.govinfo.gov/packages/FR-2019-05-06/granules/2019-09064/summary?api_key=
DEPARTMENT OF AGRICULTURE,USA,Federal Register,f9dd36f28f3cb49158a6c553bdf91ad0a4273858.txt,https://api.govinfo.gov/packages/FR-2019-05-06/granules/2019-09151/htm?api_key=stD22vRTT0I2MUAFJNi0299a8nvz45dSlFuYd00i,Regulatory Information,2019-05-06,2019-09151,Federal,"The Agricultural Improvement Act of 2018 (the 2018 Farm Bill) made several minor changes to certain of the Natural Resources Conservation Service (NRCS) conservation programs and related requirements. The conservation programs and related requirements include the administration of the State Technical Committee, the Watershed Protection and Flood Prevention Act Program, the Healthy Forests Reserve Program (HFRP), the Technical Service Provider (TSP) Assistance provisions, and the Voluntary Public Access and Habitat Incentive Program (VPA-HIP). This rule makes changes to the existing regulations for the conservation programs that are consistent with the changes made by the 2018 Farm Bill.",Miscellaneous Conservation Provisions,https://api.govinfo.gov/packages/FR-2019-05-06/granules/2019-09151/summary?api_key=
DEPARTMENT OF DEFENSE,USA,Federal Register,39fd2bdf7c1280c6a3b9f77503bde5219c7ae7a3.txt,https://api.govinfo.gov/packages/FR-2019-05-03/granules/2019-09059/htm?api_key=stD22vRTT0I2MUAFJNi0299a8nvz45dSlFuYd00i,Regulatory Information,2019-05-03,2019-09059,Federal,"Army National Military Cemeteries (ANMC) is honoring the requests of six families to disinter the human remains of six Native American students from the Carlisle Barracks Post Cemetery, Carlisle, Pennsylvania. The decedent names are Ophelia Powless (aka Ophelia Powias), Sophia Caulon (aka Sophy Coulon), Jamima Metoxen (aka Jemima Meloxen), Henry Jones, Alice Springer, and Adam McCarty (aka Adam McCarthy). These students died in the 1880s and 1890s while attending the Carlisle Indian Industrial School. At the request of the closest living relative for each decedent, ANMC will disinter, transfer custody, transport, and reinter the remains in private cemeteries chosen by the families. This disinterment will be conducted in accordance with Army Regulation 210-190. This is not a Native American Graves Protection and Repatriation Act (NAGPRA) action because the remains are not part of a collection as they are interred in graves that are individually marked at the Carlisle Barracks Post Cemetery.",Notice of Intended Disinterment,https://api.govinfo.gov/packages/FR-2019-05-03/granules/2019-09059/summary?api_key=
COUNCIL ON ENVIRONMENTAL QUALITY,USA,Federal Register,0d074bae8191242ff504cbf12187bd70fd51d5b8.txt,https://api.govinfo.gov/packages/FR-2019-05-03/granules/2019-09126/htm?api_key=stD22vRTT0I2MUAFJNi0299a8nvz45dSlFuYd00i,Regulatory Information,2019-05-03,2019-09126,Federal,"The Chairman of the Council on Environmental Quality (CEQ) has issued instructions to Federal agencies for meeting energy and environmental performance requirements in a manner that increases efficiency, optimizes performance, eliminates unnecessary use of resources, and protects the environment, as required under Executive Order (E.O.) 13834, ``Efficient Federal Operations,'' signed by President Trump on May 17, 2018. The purpose of the Executive Order is to direct agencies on the management of Federal facilities, vehicles, and operations to achieve statutory requirements, while prioritizing actions to reduce waste, cut costs, and enhance resilience of Federal infrastructure and operations for effective accomplishment of agency missions.",Instructions for Implementing Efficient Federal Operations Executive Order (E.O.) 13834,https://api.govinfo.gov/packages/FR-2019-05-03/granules/2019-09126/summary?api_key=
DEPARTMENT OF COMMERCE,USA,Federal Register,81346c91dc41ffe581cdebe439c8aa67e73af035.txt,https://api.govinfo.gov/packages/FR-2019-05-03/granules/2019-09109/htm?api_key=stD22vRTT0I2MUAFJNi0299a8nvz45dSlFuYd00i,Regulatory Information,2019-05-03,2019-09109,Federal,"NMFS announces the availability of a revised authorization to the states of Oregon, Washington, and Idaho (states) for lethal removal of individually identifiable predatory California sea lions (Zalophus californianus) in the vicinity of Bonneville Dam to minimize pinniped predation on Pacific salmon and steelhead (Oncorhynchus spp.) listed as threatened or endangered under the Endangered Species Act (ESA) in the Columbia River in Washington and Oregon. This authorization is pursuant to the Marine Mammal Protection Act (MMPA).",Marine Mammals; Pinniped Removal Authority; Revised Authorization,https://api.govinfo.gov/packages/FR-2019-05-03/granules/2019-09109/summary?api_key=
DEPARTMENT OF COMMERCE,USA,Federal Register,20107ba8eea385dd8a964e37b232361269674926.txt,https://api.govinfo.gov/packages/FR-2019-05-03/granules/2019-09067/htm?api_key=stD22vRTT0I2MUAFJNi0299a8nvz45dSlFuYd00i,Regulatory Information,2019-05-03,2019-09067,Federal,"Based on affirmative final determinations by the Department of Commerce (Commerce) and the International Trade Commission (ITC), Commerce is issuing the countervailing duty (CVD) order on cast iron soil pipe from the People's Republic of China (China).",Cast Iron Soil Pipe From the People's Republic of China: Countervailing Duty Order,https://api.govinfo.gov/packages/FR-2019-05-03/granules/2019-09067/summary?api_key=
DEPARTMENT OF THE INTERIOR,USA,Federal Register,5c0b295401c6d5c7642e661fdeead604dc38bff1.txt,https://api.govinfo.gov/packages/FR-2019-05-03/granules/2019-09035/htm?api_key=stD22vRTT0I2MUAFJNi0299a8nvz45dSlFuYd00i,Regulatory Information,2019-05-03,2019-09035,Federal,"Under the authority of the Endangered Species Act of 1973, as amended (Act), we, the U.S. Fish and Wildlife Service (Service), propose to reclassify the American burying beetle (Nicrophorus americanus) from endangered to threatened on the Federal List of Endangered and Threatened Wildlife (List). This determination is based on a thorough review of the best available scientific and commercial information, which indicates that the threats to this species have been reduced to the point that it no longer meets the definition of an endangered species under the Act, but is likely to become endangered within the foreseeable future. We are also proposing a rule under section 4(d) of the Act to provide for the conservation of the species. Many routine activities in the species' range will not be regulated if this proposal is finalized because these practices will not affect the overall viability of the American burying beetle. We are soliciting additional data and information that may assist us in making a final decision on this proposed action. This document also serves as the 12- month finding on a petition to remove this species from the List.",Endangered and Threatened Wildlife and Plants; Reclassifying the American Burying Beetle From Endangered to Threatened on the Federal List of Endangered and Threatened Wildlife With a 4(d) Rule,https://api.govinfo.gov/packages/FR-2019-05-03/granules/2019-09035/summary?api_key=
ENVIRONMENTAL PROTECTION AGENCY,USA,Federal Register,26af4485b3236a38aaa18946ea43555baefef4cd.txt,https://api.govinfo.gov/packages/FR-2019-05-03/granules/2019-09111/htm?api_key=stD22vRTT0I2MUAFJNi0299a8nvz45dSlFuYd00i,Regulatory Information,2019-05-03,2019-09111,Federal,"The Environmental Protection Agency (EPA) is proposing to redesignate the Terre Haute area from nonattainment to attainment for the 2010 sulfur dioxide (SO<INF>2</INF>) standard. The area consists of Fayette and Harrison Townships in Vigo County, Indiana. EPA is also proposing to approve Indiana's maintenance plan for this area.",Air Plan Approval; Indiana; Redesignation of the Terre Haute Sulfur Dioxide Nonattainment Area,https://api.govinfo.gov/packages/FR-2019-05-03/granules/2019-09111/summary?api_key=
DEPARTMENT OF TRANSPORTATION,USA,Federal Register,244b1d2629bac9a377c55d00a0dc427ef1b9ca7a.txt,https://api.govinfo.gov/packages/FR-2019-05-02/granules/2019-08984/htm?api_key=stD22vRTT0I2MUAFJNi0299a8nvz45dSlFuYd00i,Regulatory Information,2019-05-02,2019-08984,Federal,"PHMSA is issuing this advisory bulletin to remind owners and operators of gas and hazardous liquid pipelines of the potential for damage to pipeline facilities caused by earth movement from both landslides and subsidence in variable, steep, and rugged terrain and for varied geological conditions. These conditions can pose a threat to the integrity of pipeline facilities if those threats are not identified and mitigated.",Pipeline Safety: Potential for Damage to Pipeline Facilities Caused by Earth Movement and Other Geological Hazards,https://api.govinfo.gov/packages/FR-2019-05-02/granules/2019-08984/summary?api_key=
DEPARTMENT OF HEALTH AND HUMAN SERVICES,USA,Federal Register,69ff86a3627b447b41557720b9ce7a2ab78384d4.txt,https://api.govinfo.gov/packages/FR-2019-05-02/granules/2019-08877/htm?api_key=stD22vRTT0I2MUAFJNi0299a8nvz45dSlFuYd00i,Regulatory Information,2019-05-02,2019-08877,Federal,"HRSA announces the award of a supplement of $705,246 for the Reaching Practicing MCH Professionals in Underserved Areas through Education and Training Program (hereafter Program) recipients. The supplement will allow the current four recipients, during the period of June 1, 2019-May 31, 2020, to continue supporting the development and implementation of in-depth training tailored to the specific needs of MCH public health professionals practicing in underserved communities, including rural and frontier areas and Indian reservations.",Notice of a HRSA-Initiated Supplemental Award to Recipients in the Reaching Practicing Maternal and Child Health (MCH) Professionals in Underserved Areas Through Education and Training Program,https://api.govinfo.gov/packages/FR-2019-05-02/granules/2019-08877/summary?api_key=
FEDERAL RESERVE SYSTEM,USA,Federal Register,bde3e26802c06764f9f81b14582de0e096114465.txt,https://api.govinfo.gov/packages/FR-2019-05-02/granules/2019-08978/htm?api_key=stD22vRTT0I2MUAFJNi0299a8nvz45dSlFuYd00i,Regulatory Information,2019-05-02,2019-08978,Federal,"Pursuant to the provisions of the Privacy Act of 1974, notice is given that the Board of Governors of the Federal Reserve System (Board) proposes to modify an existing system of records, entitled BGFRS-1 ``FRB--Recruiting and Placement Records,'' to add the onboarding materials that prospective employees provide the Board before beginning employment at the Board and to clarify that the records also include ethics-related information such as potential conflicts of interest. The modified system of records, BGFRS-1, which will now be called ``FRB--Recruiting, Placement, and Onboarding Records,'' is a system of records that is used to identify, track, screen, and select individuals for positions at the Board and for onboarding prospective employees before they begin employment with the Board.",Privacy Act of 1974; System of Records,https://api.govinfo.gov/packages/FR-2019-05-02/granules/2019-08978/summary?api_key=
FARM CREDIT ADMINISTRATION,USA,Federal Register,b38c3abe6c12bd4a3b2c68444c8166bdfcf4a61a.txt,https://api.govinfo.gov/packages/FR-2019-05-02/granules/2019-09043/htm?api_key=stD22vRTT0I2MUAFJNi0299a8nvz45dSlFuYd00i,Regulatory Information,2019-05-02,2019-09043,Federal,"Notice is hereby given, pursuant to the Government in the Sunshine Act, of the regular meeting of the Farm Credit Administration Board (Board).",Sunshine Act Meeting; Farm Credit Administration Board,https://api.govinfo.gov/packages/FR-2019-05-02/granules/2019-09043/summary?api_key=
DEPARTMENT OF COMMERCE,USA,Federal Register,66eb1a755d7bdbce1b11c9e5d79feaab91de8f11.txt,https://api.govinfo.gov/packages/FR-2019-05-02/granules/2019-08948/htm?api_key=stD22vRTT0I2MUAFJNi0299a8nvz45dSlFuYd00i,Regulatory Information,2019-05-02,2019-08948,Federal,"NMFS has received a request from the U.S. Navy (Navy) for authorization to take marine mammals incidental to target and missile launch activities on San Nicolas Island (SNI), California for the Naval Air Warfare Center Weapons Division (NAWCWD), Point Mugu Sea Range (PMSR). Pursuant to the Marine Mammal Protection Act (MMPA), NMFS is requesting comments on its proposal to issue an incidental harassment authorization (IHA) to incidentally take marine mammals during the specified activities. NMFS is also requesting comments on a possible one-year renewal that could be issued under certain circumstances and if all requirements are met, as described in Request for Public Comments at the end of this notice. NMFS will consider public comments prior to making any final decision on the issuance of the requested MMPA authorizations and agency responses will be summarized in the final notice of our decision. The Navy's activity is considered a military readiness activity pursuant to MMPA, as amended by the National Defense Authorization Act for Fiscal Year 2004 (NDAA).","Takes of Marine Mammals Incidental to Specified Activities; Taking Marine Mammals Incidental to U.S. Navy Target and Missile Launch Activities on San Nicolas Island, California",https://api.govinfo.gov/packages/FR-2019-05-02/granules/2019-08948/summary?api_key=
DEPARTMENT OF COMMERCE,USA,Federal Register,3a427c7032841ef0985527bff8ffa783509aa483.txt,https://api.govinfo.gov/packages/FR-2019-05-02/granules/2019-08949/htm?api_key=stD22vRTT0I2MUAFJNi0299a8nvz45dSlFuYd00i,Regulatory Information,2019-05-02,2019-08949,Federal,"In accordance with the regulations implementing the Marine Mammal Protection Act (MMPA), as amended, notification is hereby given that NMFS has issued an incidental harassment authorization (IHA) Renewal to Equinor Wind US LLC to incidentally harass marine mammals incidental to marine site characterization surveys off the coast of New York in the area of the Commercial Lease of Submerged Lands for Renewable Energy Development on the Outer Continental Shelf (OCS-A 0512) and coastal waters where cable route corridors will be established.",Takes of Marine Mammals Incidental to Specified Activities; Taking Marine Mammals Incidental to Site Characterization Surveys off the Coast of New York,https://api.govinfo.gov/packages/FR-2019-05-02/granules/2019-08949/summary?api_key=
FEDERAL TRADE COMMISSION,USA,Federal Register,6c5315eefe49d1f613a0168633f86561a0524632.txt,https://api.govinfo.gov/packages/FR-2019-05-02/granules/2019-08886/htm?api_key=stD22vRTT0I2MUAFJNi0299a8nvz45dSlFuYd00i,Regulatory Information,2019-05-02,2019-08886,Federal,"The Federal Trade Commission (``FTC'' or ``Commission'') has completed its regulatory review of the Trade Regulation Rule Concerning Preservation of Consumers' Claims and Defenses (``Holder Rule'' or ``Rule'') as part of the agency's regular review of all its regulations and guides, and has determined to retain the Rule in its present form.",Trade Regulation Rule Concerning Preservation of Consumers' Claims and Defenses,https://api.govinfo.gov/packages/FR-2019-05-02/granules/2019-08886/summary?api_key=
NUCLEAR REGULATORY COMMISSION,USA,Federal Register,3503c50357973c06330acdfd6d03b087f20b3453.txt,https://api.govinfo.gov/packages/FR-2019-05-01/granules/2019-08819/htm?api_key=stD22vRTT0I2MUAFJNi0299a8nvz45dSlFuYd00i,Regulatory Information,2019-05-01,2019-08819,Federal,"The U.S. Nuclear Regulatory Commission (NRC) is issuing Revision 5 to Regulatory Guide (RG) 1.97, ``Criteria for Accident Monitoring Instrumentation for Nuclear Power Plants.'' This guide describes an approach that is acceptable to the staff of the NRC to meet regulatory requirements for instrumentation to monitor accidents in nuclear power plants. It endorses, with exceptions and clarifications, the Institute of Electrical and Electronic Engineers (IEEE) Standard (Std.) 497-2016, ``IEEE Standard Criteria for Accident Monitoring Instrumentation for Nuclear Power Generating Stations.''",Criteria for Accident Monitoring Instrumentation for Nuclear Power Plants,https://api.govinfo.gov/packages/FR-2019-05-01/granules/2019-08819/summary?api_key=
