Keyword;sentence_id;sentence with keyword match;Labelling 
incentivo;15169f7_77;- La municipalidad gestionara recursos economicos junto con el ente rector, en entidades publicas y privadas, nacionales e internacionales, para la obtencion de los fondos necesarios para desarrollar un programa de incentivos forestales;1
incentivo;2369a4b_74;Para este efecto, el gobierno municipal gestionara ante el Ministerio de Agricultura y Ganaderia o al Ministerio de Medio Ambiente y Recursos Naturales, el otorgamiento de incentivos economicos y la asistencia tecnica necesaria para el desarrollo de programas encaminados al fomento de practicas o tratamientos conservacionistas;1
incentivo;48bdadf_142;La Municipalidad definira reglamentariamente, un cuadro de sanciones e incentivos para las familias que cumplan o no con esta disposicion;1
incentivo;48bdadf_204;- Los instrumentos en los que se fomentara la gestion y conciencia ambiental son: la educacion, los planes de gestion, los incentivos y el registro ambiental;1
incentivo;51a0d9e_30;Disponer o gestionar recursos para desarrollar un sistema de incentivos encaminados a estimular a los agricultores y/o;1
incentivo;5bd487f_10;- Crease una nueva Comision Forestal, en adelante denominada la Comision, como un organismo consultivo de concertacion y coordinacion del sector forestal responsable de velar por el desarrollo tecnologico e industrial de los recursos forestales, incentivo;0
incentivo;5bd487f_18;alternos y complementarios de financiamiento e incentivos al sector forestal, promover los beneficios economicos y servicios eco sistemicos de la cobertura arborea;1
incentivo;5bd487f_21;Apoyar en la elaboracion de programas de incentivos forestales;0
incentivo;5c54e9a_56;Para este efecto, el gobierno municipal gestionara ante el Ministerio de Agricultura y Ganaderia o al Ministerio de Medio Ambiente y Recursos Naturales, el otorgamiento de incentivos economicos y la asistencia tecnica necesaria para el desarrollo de programas encaminados al fomento de practicas o tratamientos conservacionistas;1
incentivo;66d8c54_33;Fomentar la responsabilidad ciudadana para el establecimiento de mecanismos de Pago por Servicios Ambientales (PSA) e incentivos forestales que ofrece el bosque, para su conservacion y sostenibilidad de los recursos naturales del mismo;0
incentivo;66d8c54_77;- Los incentivos son aspectos fundamentales para el desarrollo de las politicas municipales, ya que contribuyen a la motivacion de los ciudadanos y ciudadanas, jovenes, organizaciones sociales, asociaciones comunales, ONGs, instituciones educativas, propi;0
incentivo;66d8c54_83;- La municipalidad gestionara recursos economicos junto con el ente rector, en entidades publicas y privadas, nacionales e internacionales, para la obtencion de los fondos necesarios para desarrollar un programa de incentivos forestales;1
incentivo;70be962_10;El Fideicomiso se constituira por un plazo de 50 años y su objeto sera mejorar la situacion climatica, hidrica y economica de El Salvador, a traves de la reestructuracion de la deuda y del fortalecimiento del sector cafetalero, la renovacion del bosque cafetalero, otorgando apoyos, incentivos, financiamiento y otros beneficios a los productores de cafe legalmente registrados como tales en el Consejo Salvadoreño del Cafe;1
incentivo;70be962_11;Los apoyos, incentivos y beneficios, junto con sus respectivos procedimientos, podran ser presentados a propuesta del Ministerio de Agricultura y Ganaderia y aprobados por el Consejo Ejecutivo del Fideicomiso, los cuales deberan ir destinados a incrementar la competitividad del sub-sector, por medio de: (;1
incentivo;70be962_22;Los fideicomisarios seran el Estado y el Gobierno de El Salvador y los productores de cafe legalmente registrados como tales en el Consejo Salvadoreño del Cafe y que califiquen para recibir los apoyos, incentivos o beneficios generales en virtud del fideicomiso;0
incentivo;70be962_52;Trasladar a los fideicomisarios productores de cafe legalmente registrados como tales en el Consejo Salvadoreño del Cafe, los apoyos, incentivos y beneficios a que hace referencia el articulo 1 de esta ley, todo de conformidad a los requisitos y procedimientos que contemple el reglamento operativo que apruebe al efecto el Consejo Ejecutivo del fideicomiso;1
incentivo;7289291_64;Para este efecto, la municipalidad gestionara ante el Ministerio de Agricultura y Ganaderia o al Ministerio de Medio Ambiente y Recursos Naturales, el otorgamiento de incentivos y la asistencia tecnica necesaria para el desarrollo de programas encaminados al fomento de practicas o tratamientos conservacionistas;1
incentivo;753300f_106;Verificar el cumplimiento de las disposiciones de la presente ley, y demas ordenamientos juridicos en materia de residuos, de acuerdo a su competencia, estableciendo los procedimientos, incentivos o sanciones correspondientes;0
incentivo;753300f_287;- El MARN, conjuntamente con el Ministerio de Economia y el Ministerio de Hacienda, deben desarrollar programas de incentivos relacionados al Sistema Integral de Gestion de Residuos y Reciclaje, tomando en consideracion, al menos, lo establecido en los ar;1
incentivo;76b6e7f_107;Para este efecto, el gobierno municipal gestionara ante el Ministerio de Agricultura y Ganaderia o al Ministerio de Medio Ambiente y Recursos Naturales, el otorgamiento de incentivos economicos y la asistencia tecnica necesaria para el desarrollo de programas encaminados al fomento de practicas o tratamientos conservacionistas;1
incentivo;7bd959f_213;Las empresas u operadores turisticos establecidos o que presten sus servicios en el municipio podran gozar de los beneficios e incentivos otorgados por el Concejo Municipal;0
incentivo;7c3fe0d_171;- Los incentivos podran ser en forma de: reconocimientos publicos a la buena labor realizada, facilitacion de insumos agricolas, asistencia tecnica, realizacion de obras, apoyos para mejorar la comercializacion y toda aquella accion que pueda ser un benef;0
incentivo;7c3fe0d_172;- El Concejo Municipal, creara un Fondo Ambiental Municipal y su reglamento de uso, priorizando la proteccion del recurso hidrico y los mecanismos de compensacion e incentivos necesarios;0
incentivo;7c3fe0d_175;- Los incentivos que se brinden, dependeran de las posibilidades economicas de que disponga el gobierno local;0
incentivo;7c3fe0d_176;Dicha estrategia municipal, no otorga derecho a los productores(as) a reclamar incentivo alguno;0
incentivo;7c3fe0d_177;Tendran prioridad en recibir incentivos los productores que se encuentren en las Areas de Regulacion Especial y que implementen buenas practicas agricolas;0
incentivo;85d7464_28;d) Disponer o gestionar recursos para desarrollar un sistema de incentivos encaminados a estimular a los Agricultores y/o Asociaciones Comunales a proteger los suelos;1
incentivo;88ad2ff_52;El Municipio establecera los incentivos a conceder cuando se lleve a cabo la actuacion por los sistemas de compensacion o cooperacion;1
incentivo;8fb61f8_178;d) Participar en la promocion y ejecucion de los programas para la capacitacion de recursos humanos) Gozar de los beneficios o incentivos que emita el Concejo Municipal;0
incentivo;901a837_73;- El Gobierno Municipal fomentara la coordinacion entre las agencias que proporcionen incentivos en bienes forestales y los propietarios de inmuebles que tienen en deterioro sus bosques o suelos, para lograr el aprovechamiento forestal y que se efectuen t;0
incentivo;930897c_256;Tambien, se podra invertir para desarrollar proyectos productivos o fortalecer el incentivo de subsistencia de las personas que se vean afectadas por las vedas;0
incentivo;a9bb3c2_9;Llevar el Registro Nacional de Turismo, tanto de titulares de empresas turisticas como de los incentivos legales otorgados a dichas empresas;0
incentivo;cefe040_65;- Es obligacion de todo propietario de terreno con pendientes del doce por ciento, establecer practicas u obras de conservacion de suelo y agua basados en barreras muertas y vivas, segun la disponibilidad de estos, para evitar la erosion de los suelos, co;0
incentivo;cfe0ee3_92;- Todo productor agricola residente en la jurisdiccion de este municipio debera asistir a las jornadas de educacion ambiental impartidas o coordinadas por la Unidad Ambiental, la cual debera llevar un registro de los temas que ha recibido cada productor a;0
incentivo;d491a15_173;- Los incentivos podran ser en forma de: reconocimientos publicos a la buena labor realizada, facilitacion de insumos agricolas, asistencia tecnica, realizacion de obras, apoyos para mejorar la comercializacion y toda aquella accion de beneficio directo p;0
incentivo;d491a15_174;- La Municipalidad creara un Fondo de Agua y Agricultura, en adelante el FOA y su reglamento de uso, priorizando la proteccion de las fuentes de agua, el cumplimiento del Art 5 de la presente Ordenanza y los mecanismos de compensacion e incentivos;0
incentivo;d491a15_177;Los incentivos dependeran de las posibilidades economicas de que disponga la Alcaldia;0
incentivo;d491a15_178;Esta apuesta estrategica, no otorga derecho a los productores a reclamar incentivo alguno;0
incentivo;d491a15_179;Tendran prioridad en recibir incentivos los productores que se encuentren en las Areas de Regulacion Especial y que implementen buenas practicas agricolas;0
incentivo;d6c44cc_184;- Los incentivos podran ser en forma de: reconocimientos publicos a la buena labor realizada, facilitacion de insumos agricolas, asistencia tecnica, realizacion de obras, apoyos para mejorar la comercializacion y toda aquella accion que pueda ser un benef;0
incentivo;d6c44cc_185;- La alcaldia creara un Fondo Ambiental Municipal y su reglamento de uso, priorizando la proteccion del recurso hidrico y los mecanismos de compensacion e incentivos necesarios;0
incentivo;d6c44cc_187;Los incentivos dependeran de las posibilidades economicas de que disponga la Alcaldia;0
incentivo;d6c44cc_188;Esta apuesta estrategica de la Alcaldia no otorga derecho a los productores a reclamar incentivo alguno;0
incentivo;d6c44cc_189;Tendran prioridad en recibir incentivos los productores que se encuentren en las Areas de Regulacion Especial y que implementen buenas practicas agricolas;0
incentivo;e2bb383_21;"m) Adoptar regulaciones que permitan la obtencion de metas encaminadas a mejorar el medio ambiente, propiciando una amplia gama de opciones posibles para su cumplimiento, apoyados por incentivos economicos que estimulen la generacion de acciones minimizantes de los efectos negativos al medio ambiente; y, (";1
incentivo;e2bb383_110;"e) Los Programas de Incentivos y Desincentivos Ambientales;";1
incentivo;e2bb383_179;- El Ministerio, conjuntamente con el Ministerio de Economia y el de Hacienda, previa consulta con el Consejo Nacional de Desarrollo Sostenible, elaborara programas de incentivos y desincentivos ambientales para facilitar la reconversion de procesos y act;1
incentivo;e2bb383_182;- El Ministerio estimulara a los empresarios a incorporar en su actividad productiva, procesos y tecnologias ambientalmente adecuadas, utilizando los programas de incentivos y desincentivos, y promoviendo la cooperacion nacional e internacional financiera;0
incentivo;e3b7f39_231;- Sera obligacion de la municipalidad el establecer los siguientes incentivos:;1
incentivo;e5e0011_84;- Todo productor agricola residente en la Jurisdiccion de este municipio debera asistir a las jornadas de educacion ambiental impartidas o coordinadas por la Unidad Ambiental, la cual debera llevar un registro de los temas que ha recibido cada productor a;0
incentivo;e97f743_12;"Promover y proponer incentivos para mejorar la agricultura organica; Fomentar la educacion en temas relacionados con la agricultura organica; y";1
incentivo;eb99685_144;- Los instrumentos en los que se fomentara la gestion y desarrollara conciencia ambiental son, la educacion, los planes de gestion, los incentivos y el registro ambiental;0
incentivo;f13fd1f_116;Para este efecto, el gobierno municipal gestionara ante el Ministerio de Agricultura y Ganaderia o al Ministerio de Medio Ambiente y Recursos Naturales, el otorgamiento de incentivos economicos y la asistencia tecnica necesaria para el desarrollo de programas encaminados al fomento de practicas o tratamientos conservacionistas;1
incentivo;f5d3dd3_62;Al respecto, la Municipalidad gestionara incentivos economicos y asistencia tecnica necesaria para el desarrollo y adecuado aprovechamiento, restauracion, desarrollo de los recursos naturales;1
insumo;05149e3_84;d) Situacion y condiciones fisica, social y economicas en el area rural (Cantones y Caserios)) Revision de insumos tecnicos existentes y analisis de criterios establecidos en diferentes mapas tematicos;0
insumo;05149e3_93;Es importante tomar en cuenta para el Ordenamiento Territorial los criterios establecidos y analisis de los insumos tecnicos creados y en proceso en cuanto a la informacion relacionada con la Gestion Ambiental, como (Mapas de Zonificacion de Amenazas del AMSS y del Municipio de Soyapango y otros insumos que aporten criterios a los POT SOYAPANGO;0
insumo;05149e3_105;Revision de insumos tecnicos existentes y analisis de criterios establecidos en diferentes mapas tematicos;0
insumo;05149e3_138;Este ultimo sera presentado cuando se requiera un estudio al detalle de la zona y asi lo determinen los criterios establecidos en Manuales de los Mapas existentes de amenaza por deslizamiento e inundacion del Municipio y otros insumos tecnicos que aporten en la implementacion de los planes dentro de la Gestion Ambiental;0
insumo;2418c2b_146;Industria Liviana: Actividades de transformacion y produccion de bienes, y que en ningun momento del proceso productivo use, manipulen o generen insumos, productos intermedios, subproductos, residuos, o productos finales de tipo toxico, corrosivo, explosivo, o emision de radiaciones ionicas, asimismo la generacion de ruidos y vibraciones que afecten a la poblacion circundante;0
insumo;4245aca_98;- La Municipalidad, a efectos de proteger los recursos naturales del municipio de los daños ocasionados por siembra, riego, quemas, aplicacion de agroquimicos e insumos agricolas en producciones agropecuarias dentro del municipio de Tecoluca, desarrollara;0
insumo;48bdadf_126;Con los insumos aportados desde los comites ambientales comunitarios elaborar el Plan Municipal para la Gestion Ambiental y su respectivo presupuesto, dichas propuestas tendran caracter vinculante;0
insumo;731dbf0_11;"El registro de los insumos con fines comerciales para uso agropecuario y control de su calidad;";1
insumo;731dbf0_12;"El registro y fiscalizacion de los establecimientos que produzcan, distribuyan, expendan, importen o exporten insumos para uso agropecuario;";1
insumo;731dbf0_14;"La formulacion y aplicacion de medidas sanitarias para el cultivo de vegetales y crianza de animales asi como para el comercio de los insumos para uso agropecuario;";0
insumo;731dbf0_30;- El MAG establecera los servicios y, en su caso, las tarifas necesarias relacionadas con los siguientes aspectos: El diagnostico y la vigilancia epidemiologica, la inspeccion de los vegetales y animales, el registro y control de calidad de insumos para u;0
insumo;731dbf0_81;- El Ministerio de Agricultura y Ganaderia, dictara las normas y establecera los procedimientos para el ingreso y transporte hacia y dentro del territorio nacional de vegetales y animales, sus productos y sub- productos y de equipos e insumos para uso agr;1
insumo;731dbf0_92;"Quien ingresare al territorio nacional animales, vegetales, sus productos y subproductos, asi como insumos de origen animal y vegetal o cualquier otro producto regulado por el Ministerio de Agricultura y Ganaderia, que no cuenten con el permiso respectivo de la Direccion General de Sanidad Vegetal y Animal; evadieren los puntos de inspeccion o no se pudiere establecer el origen de los mismos; se someteran a los analisis correspondientes en dicha Direccion";0
insumo;731dbf0_95;- El Ministerio registrara los insumos para uso agropecuario y fiscalizara la calidad y uso de los mismos, en funcion de lo cual tendra las siguientes atribuciones:;1
insumo;731dbf0_98;"c) Emitir directamente o en coordinacion con otras instituciones oficiales, prohibiciones o restricciones a la importacion, produccion, venta y aplicacion de los insumos para uso agropecuario que resulten de alto riesgo para la sanidad vegetal, la sanidad animal, el medio ambiente y la salud humana;";0
insumo;731dbf0_102;Los insumos para uso agropecuario que sean analizados por control de calidad en el marco de la funcion de fiscalizacion y presenten resultados fuera de especificaciones, seran destruidos por cuenta del propietario de dichos insumos, bajo la supervision del Ministerio, a mas tardar quince dias habiles despues de emitidos los resultados del laboratorio del  (;0
insumo;731dbf0_126;"Incumplir los requisitos fitosanitarios y zoosanitarios señalados por el MAG para la importacion o exportacion de vegetales y animales, sus productos y subproductos e insumos agropecuarios; en cuyo caso se impondra una multa de cien a diez mil salarios; (";0
insumo;731dbf0_127;"Alterar o adulterar insumos para uso agropecuario y envases o etiquetas autorizadas por el MAG para el expendio de los mismos; en cuyo caso se impondra una multa de cien a veinte mil salarios;";0
insumo;731dbf0_131;"i) Usar insumos agropecuarios sin atender las indicaciones de uso recomendadas en la etiqueta, causando como consecuencia daños y perjuicios a terceros, contaminaciones ambientales e intoxicaciones humanas o que con dicha actividad se afecte a la fauna y flora benefica; en cuyo caso se impondra una multa de veinte a cincuenta mil salarios;";0
insumo;731dbf0_132;"j) Reenvasar insumos para uso agropecuario sin autorizacion expresa del Ministerio; en cuyo caso se impondra una multa de cien a diez mil salarios; (";0
insumo;7c8d2c5_54;La Municipalidad fortalecera a su UAM con recurso humano y financieros, capacitacion y le proveera insumos materiales, equipos y herramientas necesarios para que la UAM cumpla con sus objetivos de trabajo y la aplicacion de la presente ordenanza;0
insumo;881adeb_55;La Municipalidad fortalecera a su UAM con recurso humano y financieros, capacitacion y le proveera insumos materiales, equipos y herramientas necesarios para que la UAM cumpla con sus objetivos de trabajo y la aplicacion de la presente Ordenanza;0
insumo;88ad2ff_197;En estas zonas no se permiten con caracter general, las instalaciones industriales pesadas sumamente contaminantes, destinadas a los grandes ciclos productivos de transformacion de las materias primas, que requieran grandes insumos de territorio, y que signifiquen un peligro para los usos colindantes y la poblacion asentada;0
insumo;88ad2ff_271;"Se propiciara la continuacion del cultivo y aprovechamiento actual procurando que las explotaciones diversifiquen su aprovechamiento y el uso de insumos organicos; y procurando otros usos compatibles, en aras de mejorar la economia de las explotaciones agrarias";0
insumo;a722ac1_199;Industria Liviana: Actividades de transformacion y produccion de bienes, y que en ningun momento del proceso productivo use, manipulen o generen insumos, productos intermedios, subproductos, residuos, o productos finales de tipo toxico, corrosivo, explosivo, o emision de radiaciones ¡ionicas, asi mismo la generacion de ruidos y vibraciones que afecten a la poblacion circundante;0
insumo;b8922be_54;La Municipalidad fortalecera a su UAM con recurso humano y financieros, capacitacion y le proveera insumos materiales, equipos y herramientas necesarios para que la UAM cumpla con sus objetivos de trabajo y la aplicacion de la presente ordenanza;0
insumo;b8dd82f_18;"b) Organizar, coordinar y supervisar la Asistencia Tecnica que se debera proporcionar a los agricultores y ganaderos; la cual debera ser en cuanto a tipos de insumos a usar, uso de distanciamientos adecuados, tipos de semillas, explicacion de tramites para la obtencion de Creditos y demas actividades pertinentes;";0
insumo;dd6b5ad_55;La Municipalidad fortalecera a su UAM con recurso humano y financieros, capacitacion y le proveera insumos materiales, equipos y herramientas necesarios para que la UAM cumpla con sus objetivos de trabajo y la aplicacion de la presente ordenanza;0
insumo;ff41a50_84;Gestionar donaciones de insumos y equipos para su uso, en el cultivo e industrializacion de la caña de azucar;0
multa;029d411_78;Al quedar firme la ejecucion, el infractor hara efectiva la multa en la Tesoreria Municipal, en el plazo de tres dias posteriores a su requerimiento La multa podra conmutarse por arresto del infractor, el cual no podra exceder de cinco dias;0
multa;029d411_88;a) FALTAS LEVES: Se sancionaran con una multa equivalente al salario minimo urbano de cinco dias, mas la reparacion del daño causado al medio ambiente;1
multa;029d411_89;b) LAS FALTAS GRAVES: Seran sancionadas con una multa minima de cinco dias del salario basico urbano y maximo de cincuenta salarios basicos diarios urbano, mas la reparacion del daño al medio ambiente;1
multa;029d411_90;c) LAS FALTAS MUY GRAVES: Seran sancionadas con multas que oscilara entre cincuenta y cien salarios basicos urbanos diarios, mas la reparacion del daño causado al medio ambiente;1
multa;029d411_91;Las multas mencionadas en los literales a, b y c se impondran segun lo estipulado en el articulo 89 de la Ley del Medio Ambiente;0
multa;029d411_92;La imposicion de las multas enunciadas no exime al infractor de la responsabilidad penal a que hubiere lugar;0
multa;029d411_118;La violacion de los articulos anteriores, sera motivo de infraccion que sera sancionada con una multa a criterio de la municipalidad, considerando lo establecido en los articulos 11 y 12 de esta ordenanza;0
multa;029d411_147;"En caso de no cumplirse con esta obligacion, la Alcaldia debera prevenir al dueño del inmueble para que este, en un termino de cuarenta y ocho horas, cumpla con lo establecido en este articulo; en caso contrario, la Municipalidad procedera a efectuar la limpieza cargando el costo de la misma a la cuenta que por el inmueble se registre, mas la multa correspondiente";0
multa;03a83f8_64;Las infracciones graves seran sancionadas con multas desde cincuenta hasta quinientos dolares;1
multa;03a83f8_67;Las infracciones muy graves seran sancionadas con multas de quinientos uno hasta un maximo de 8 salarios minimos para el comercio;1
multa;03a83f8_71;El plazo para el pago de la multa sera de tres dias calendario, contados a partir del dia siguiente de la notificacion de la resolucion;0
multa;03a83f8_72;Transcurrido el plazo sin haberse pagado la multa, se aplicaran incrementos sobre el valor de la misma hasta su cancelacion, segun lo dispuesto en el Art9, sin exceder el monto maxime;0
multa;03a83f8_74;- En caso que el infractor no tuviere dinero para pagar la multa, esta se permutara por servicios a la comunidad o a la municipalidad para resarcir los daños ocasionados de acuerdo al equivalente a los salarios minimos diarios urbanos vigente;0
multa;03a83f8_75;En caso de incumplimiento del pago de la multa, se hara la certificacion de la sancion impuesta y se resolvera por la via judicial, interponiendo la demanda en el juzgado competente en la jurisdiccion;0
multa;03a83f8_83;- En caso de reincidencia en el cometido de un ilicito en contra de la presente ordenanza, la multa sera incrementada en un 50% a la sancion impuesta anteriormente, sin exceder el monto maximo de las multas;0
multa;04731ac_83;Si dicha audiencia no se llevara a cabo por incomparecencia del causante del ruido, o llegandose a un acuerdo, este lo incumpliere, se le impondra la multa que corresponda;0
multa;04731ac_87;condiciones establecidas en el referido permiso, sera sancionado con multa de ciento catorce dolares con veintiocho centavos a Mil ciento cuarenta y dos dolares con ochenta y cinco centavos;1
multa;04731ac_89;Salvo sancion especificamente señalada, el incumplimiento de las obligaciones y prohibiciones establecidas en la presente ordenanza, sera sancionado con multa de: CIENTO CATORCE DOLARES CON VEINTIOCHO CENTAVOS DE DOLAR a QUINIENTOS SETENTA Y UN DOLARES CON CUARENTA Y DOS CENTAVOS DE DOLAR, de conformidad a la gravedad de la infraccion y a la capacidad economica del infractor;1
multa;04731ac_91;En caso de reincidencia, la multa se fijara en una tercera parte mas del maximo estipulado;0
multa;04731ac_92;Si la infraccion fuere por tercera vez, ademas de la multa antes señalada, se procedera al secuestro del aparato, maquinaria o vehiculo generador del ruido;0
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
