0,1,2
2018 LEY GENERAL DE DESARROLLO FORESTAL SUSTENTABLE,Impulsar el manejo forestal comunitario y el desarrollo de la empresa social forestal y comunal en los pueblos y comunidades indígenas y comunidades equiparables,Unknown
2018 LEY GENERAL DE DESARROLLO FORESTAL SUSTENTABLE,Impulsar y fomentar el manejo forestal sustentable como eje del desarrollo integral de las regiones rurales,Unknown
2018 LEY GENERAL DE DESARROLLO FORESTAL SUSTENTABLE,Compensación ambiental por cambio de uso de suelo en terrenos forestales,Fine
2018 LEY GENERAL DE DESARROLLO FORESTAL SUSTENTABLE,"Las obras y actividades de restauración de suelos, reforestación, protección y mantenimiento, que se realizan con el fin de rehabilitar ecosistemas forestales deteriorados, de controlar o evitar los procesos de degradación de los mismos y de recuperar parcial o totalmente las condiciones que propicien su persistencia y evolución",Fine
2018 LEY GENERAL DE DESARROLLO FORESTAL SUSTENTABLE,"Generar mecanismos para impulsar la participación de los propietarios y poseedores de los recursos forestales en la protección, vigilancia, ordenación, aprovechamiento, cultivo, transformación y comercialización de los mismos",Unknown
2018 LEY GENERAL DE DESARROLLO FORESTAL SUSTENTABLE,"Impulsar la participación directa de los propietarios y poseedores de los recursos forestales en la protección, conservación, restauración, vigilancia, ordenación, aprovechamiento, cultivo, transformación y comercialización de los mismos",Unknown
2018 LEY GENERAL DE DESARROLLO FORESTAL SUSTENTABLE,"Diseñar, instrumentar y operar en el ámbito de su competencia, estímulos, incentivos e instrumentos económicos en materia forestal",Unknown
2018 LEY GENERAL DE DESARROLLO FORESTAL SUSTENTABLE,"Diseñar y establecer instrumentos de mercado, fiscales, financieros y jurídico regulatorios, orientados a inducir comportamientos productivos y de consumo sustentables de los recursos forestales, que respeten los derechos comunitarios y darle transparencia a la actividad forestal",Unknown
2018 LEY GENERAL DE DESARROLLO FORESTAL SUSTENTABLE,"Crear mecanismos económicos para compensar, apoyar o estimular a los propietarios y legítimos poseedores de los recursos forestales por la generación de los bienes y servicios ambientales, considerando a éstos como bienes públicos, para garantizar la biodiversidad y la sustentabilidad de la vida humana",Unknown
2018 LEY GENERAL DE DESARROLLO FORESTAL SUSTENTABLE,"La aplicación de mecanismos de asistencia financiera, organización y asociación",Unknown
2018 LEY GENERAL DE DESARROLLO FORESTAL SUSTENTABLE,El apoyo económico y otorgamiento de incentivos a los proyectos de inversión forestal,Unknown
2018 LEY GENERAL DE DESARROLLO FORESTAL SUSTENTABLE,"El apoyo, estímulo y compensación de los efectos económicos de largo plazo de formación del recurso forestal y del costo de los bienes y servicios ambientales",Direct payment (PES)
2018 LEY GENERAL DE DESARROLLO FORESTAL SUSTENTABLE,"Estimular o inducir a los agentes económicos para reorientar sus procesos y tecnologías a la permanencia de las masas forestales, al aumento de su productividad a través del mejoramiento de las prácticas silvícolas y al desarrollo forestal sustentable",Unknown
2018 LEY GENERAL DE DESARROLLO FORESTAL SUSTENTABLE,"No se podrá otorgar autorización de cambio de uso del suelo en terreno incendiado sin que hayan pasado 20 años y que se acredite a la Secretaría que la vegetación forestal afectada se ha regenerado, mediante los mecanismos que, para tal efecto, se establezcan en el Reglamento de esta Ley",Unknown
2018 LEY GENERAL DE DESARROLLO FORESTAL SUSTENTABLE,"Los interesados en el cambio de uso de suelo en terrenos forestales, deberán comprobar que realizaron el depósito ante el Fondo Forestal Mexicano, por concepto de compensación ambiental, para que se lleven a cabo acciones de restauración de los ecosistemas que se afecten, preferentemente dentro de la cuenca hidrográfica en donde se ubique la autorización del proyecto, en los términos y condiciones que establezca el Reglamento",Fine
2018 LEY GENERAL DE DESARROLLO FORESTAL SUSTENTABLE,"La Secretaría de Agricultura, Ganadería, Desarrollo Rural, Pesca y Alimentación no otorgará apoyos o incentivos económicos para actividades agropecuarias en terrenos cuyo cambio de uso de suelo no haya sido autorizado por la Secretaría para tales actividades",Unknown
2018 LEY GENERAL DE DESARROLLO FORESTAL SUSTENTABLE,"Los ejidatarios, comuneros y demás propietarios o poseedores de terrenos forestales o preferentemente forestales, que por la carencia de recursos económicos no estén en posibilidades de cubrir los costos de elaboración del programa de manejo forestal podrán recurrir a la Comisión, en los términos del Reglamento de esta Ley, para que les proporcione asesoría técnica y/o apoyo financiero para la elaboración de éste",Technical assistance
2018 LEY GENERAL DE DESARROLLO FORESTAL SUSTENTABLE,lo cual se hará en la medida de las posibilidades presupuestarias de la Comisión,Technical assistance
2018 LEY GENERAL DE DESARROLLO FORESTAL SUSTENTABLE,"La Comisión desarrollará un sistema de capacitación, reconocimientos, estímulos y acreditación que permita identificar, tanto a titulares de aprovechamiento como a prestadores de servicios forestales, que cumplan oportuna y eficientemente los compromisos adquiridos en los programas de manejo, en la certificación de buen manejo y en las auditorías técnicas preventivas",Technical assistance
2018 LEY GENERAL DE DESARROLLO FORESTAL SUSTENTABLE,"Asimismo, establecerá y ejecutará medidas para procurar el acceso a los elementos necesarios para la mejora continua de los servicios forestales",Technical assistance
2018 LEY GENERAL DE DESARROLLO FORESTAL SUSTENTABLE,"La Comisión, escuchando la opinión de los Consejos y tomando en cuenta los requerimientos de recuperación en zonas degradadas y las condiciones socioeconómicas de los habitantes de las mismas, promoverá la elaboración y aplicación de programas e instrumentos económicos que se requieran para fomentar las labores de conservación y restauración de los recursos forestales y las cuencas hidrográficas",Unknown
2018 LEY GENERAL DE DESARROLLO FORESTAL SUSTENTABLE,"Las acciones de dichos programas y los instrumentos económicos a que se refiere el párrafo anterior, serán incorporados en el Programa Especial Concurrente para el Desarrollo Rural Sustentable, incluyendo las previsiones presupuestarias de corto y mediano plazo, necesarias para su instrumentación, dando preferencia a los propietarios y poseedores de los recursos forestales para su ejecución",Unknown
2018 LEY GENERAL DE DESARROLLO FORESTAL SUSTENTABLE,Los propietarios y poseedores de terrenos forestales están obligados a realizar las acciones de restauración y conservación pertinentes y aquellas que para tal caso dicte la Comisión,Unknown
2018 LEY GENERAL DE DESARROLLO FORESTAL SUSTENTABLE,"En el caso de que éstos demuestren carecer de recursos, la Comisión los incorporará a los programas de apoyo que instrumente, de acuerdo a las asignaciones que para tal fin se contemplen en el Presupuesto de Egresos de la Federación o, en su caso, realizará por su cuenta, con acuerdo de los obligados, los trabajos requeridos",Unknown
2018 LEY GENERAL DE DESARROLLO FORESTAL SUSTENTABLE,"En el marco de los tratados internacionales y disposiciones nacionales aplicables, la Secretaría promoverá el desarrollo de instrumentos económicos para la conservación y mejora de los bienes y servicios ambientales que retribuyan beneficios de interés público, generados por el manejo forestal sustentable que realicen los propietarios y poseedores de los terrenos forestales",Unknown
2018 LEY GENERAL DE DESARROLLO FORESTAL SUSTENTABLE,"Los propietarios y legítimos poseedores de terrenos forestales que, como resultado de un buen manejo, conserven y/o mejoren los servicios ambientales, recibirán los beneficios económicos derivados de éstos",Direct payment (PES)
2018 LEY GENERAL DE DESARROLLO FORESTAL SUSTENTABLE,"Toda persona física o moral que ocasione directa o indirectamente un daño a los recursos forestales, los ecosistemas y sus componentes, estará obligada a repararlo o compensarlo, de conformidad con lo dispuesto en la Ley Federal de Responsabilidad Ambiental",Fine
2018 LEY GENERAL DE DESARROLLO FORESTAL SUSTENTABLE,La Federación podrá establecer estímulos fiscales para dar continuidad a largo plazo a la actividad forestal,Unknown
2018 LEY GENERAL DE DESARROLLO FORESTAL SUSTENTABLE,"La Federación podrá establecer mecanismos de apoyo para impulsar el desarrollo forestal sustentable, como los destinados al Programa de Desarrollo Forestal, al Programa de Manejo Forestal Comunitario, al Programa de Plantaciones Forestales Comerciales y la Reforestación y Conservación de Suelos, y demás que se establezcan",Unknown
2018 LEY GENERAL DE DESARROLLO FORESTAL SUSTENTABLE,"La Federación y las Entidades Federativas, en el ámbito de sus respectivas competencias y escuchando la opinión del Consejo, diseñarán, desarrollarán y aplicarán instrumentos económicos que incentiven el cumplimiento de los objetivos de la política forestal, y mediante los cuales se buscará de manera prioritaria y no limitativa",Unknown
2018 LEY GENERAL DE DESARROLLO FORESTAL SUSTENTABLE,"Aumentar la productividad silvícola de las regiones y zonas con bosques y selvas, predominantemente comerciales o para uso doméstico",Unknown
2018 LEY GENERAL DE DESARROLLO FORESTAL SUSTENTABLE,Restaurar terrenos forestales degradados,Unknown
2018 LEY GENERAL DE DESARROLLO FORESTAL SUSTENTABLE,Apoyar la provisión de bienes y servicios ambientales,Unknown
2018 LEY GENERAL DE DESARROLLO FORESTAL SUSTENTABLE,Ejecutar acciones de manejo de combustibles y combate de incendios forestales y saneamiento,Unknown
2018 LEY GENERAL DE DESARROLLO FORESTAL SUSTENTABLE,Mejorar la calidad y elevar la supervivencia de la planta en el terreno en las reforestaciones y forestaciones,Unknown
2018 LEY GENERAL DE DESARROLLO FORESTAL SUSTENTABLE,"Capacitar, formar y evaluar a los prestadores de servicios forestales",Unknown
2018 LEY GENERAL DE DESARROLLO FORESTAL SUSTENTABLE,Impulsar la participación comunitaria en la zonificación forestal,Unknown
2018 LEY GENERAL DE DESARROLLO FORESTAL SUSTENTABLE,"Elaborar, aplicar y monitorear los programas de manejo forestal maderable y no maderable",Unknown
2018 LEY GENERAL DE DESARROLLO FORESTAL SUSTENTABLE,Desarrollar el manejo forestal comunitario y aplicar métodos y prácticas silvícolas,Unknown
2018 LEY GENERAL DE DESARROLLO FORESTAL SUSTENTABLE,Fomentar los procesos de certificación,Unknown
2018 LEY GENERAL DE DESARROLLO FORESTAL SUSTENTABLE,Capacitar a los propietarios forestales y legítimos poseedores,Unknown
2018 LEY GENERAL DE DESARROLLO FORESTAL SUSTENTABLE,Promover los intercambios entre productores forestales,Unknown
2018 LEY GENERAL DE DESARROLLO FORESTAL SUSTENTABLE,Fortalecer las capacidades de gestión de los propietarios forestales y legítimos poseedores,Unknown
2018 LEY GENERAL DE DESARROLLO FORESTAL SUSTENTABLE,"Proporcionar la asesoría y capacitación jurídica, administrativa, técnica y económica a micro y pequeñas empresas para la industrialización primaria y el desarrollo de productos forestales y su comercialización, así como la integración, el desarrollo y el Establecer programas de apoyo de largo plazo que contemplen todas las etapas del ciclo de producción forestal",Unknown
2018 LEY GENERAL DE DESARROLLO FORESTAL SUSTENTABLE,Impulsar la planeación y desarrollo de infraestructura forestal,Unknown
2018 LEY GENERAL DE DESARROLLO FORESTAL SUSTENTABLE,"Desarrollar, adaptar y aplicar innovaciones tecnológicas a lo largo de la cadena productiva",Unknown
2018 LEY GENERAL DE DESARROLLO FORESTAL SUSTENTABLE,"Desarrollar mecanismos adecuados de financiamiento que tomen en cuenta el largo plazo de formación del producto forestal, las bajas tasas de interés por su lento crecimiento y los riesgos de su producción, así como la habilitación o, en caso necesario, la sustitución de garantías para la operación de créditos, fianzas y seguros",Unknown
2018 LEY GENERAL DE DESARROLLO FORESTAL SUSTENTABLE,"Promover la cultura forestal, la educación técnica, la educación superior y la capacitación forestal",Unknown
2018 LEY GENERAL DE DESARROLLO FORESTAL SUSTENTABLE,"Apoyar la investigación, innovación, el desarrollo tecnológico, la divulgación científica y la transferencia del conocimiento y tecnologías, fomentando los mecanismos de vinculación entre los académicos o investigadores y los usuarios de los servicios y el uso de las investigaciones",Unknown
2018 LEY GENERAL DE DESARROLLO FORESTAL SUSTENTABLE,Impulsar el establecimiento y funcionamiento de las unidades de manejo forestal,Unknown
2018 LEY GENERAL DE DESARROLLO FORESTAL SUSTENTABLE,Impulsar las Plantaciones Forestales Comerciales,Unknown
2018 LEY GENERAL DE DESARROLLO FORESTAL SUSTENTABLE,Promover las redes locales de valor,Unknown
2018 LEY GENERAL DE DESARROLLO FORESTAL SUSTENTABLE,Fomentar mecanismos de distinción de los productos provenientes del manejo forestal comunitario y fomentar su comercialización,Unknown
2018 LEY GENERAL DE DESARROLLO FORESTAL SUSTENTABLE,Promover estrategias integrales para el manejo de riesgos que enfrentan los productores forestales,Unknown
2018 LEY GENERAL DE DESARROLLO FORESTAL SUSTENTABLE,"Dentro de los incentivos económicos se podrá crear un bono que incentive la conservación del recurso forestal por el Fondo Forestal Mexicano de acuerdo a la disponibilidad de recursos, a fin de retribuir a los propietarios o poseedores de terrenos forestales por los bienes y servicios ambientales generados",Direct payment (Bond)
2018 LEY GENERAL DE DESARROLLO FORESTAL SUSTENTABLE,"El Fondo Forestal Mexicano será el instrumento para promover la conservación, incremento, aprovechamiento sustentable y restauración de los recursos forestales y sus recursos asociados, facilitando el acceso a los servicios financieros en el mercado, impulsando proyectos que contribuyan a la integración y competitividad de la cadena productiva y desarrollando los mecanismos de cobro y pago de bienes y servicios ambientales",Unknown
2018 LEY GENERAL DE DESARROLLO FORESTAL SUSTENTABLE,"Para garantizar un manejo más eficiente de los recursos del Fondo, se podrán utilizar los servicios de la banca privada",Unknown
2018 LEY GENERAL DE DESARROLLO FORESTAL SUSTENTABLE,Los recursos que el Fondo Forestal Mexicano obtenga por el cobro de bienes y servicios ambientales se entregarán directamente a los proveedores de dichos servicios y una parte se destinará a cubrir los costos de esta operación,Direct payment (PES)
2013 LEY AMBIENTAL PARA EL DESARROLLO SUSTENTABLE DEL ESTADO DE MICHOACÁN DE OCAMPO,"El diseño, desarrollo y aplicación de instrumentos económicos que promuevan el cumplimiento de los objetivos de la política ambiental mediante la conservación, restauración, protección y aprovechamiento sustentable de los recursos naturales, así como para la prevención de la contaminación en el Estado",Unknown
2013 LEY AMBIENTAL PARA EL DESARROLLO SUSTENTABLE DEL ESTADO DE MICHOACÁN DE OCAMPO,"Promover el establecimiento de instrumentos económicos en materia ambiental, así como el otorgamiento de estímulos fiscales, crediticios o financieros, para incentivar las actividades relacionadas con la protección al ambiente, la prevención de la contaminación y el aprovechamiento sustentable de los recursos naturales",Unknown
2013 LEY AMBIENTAL PARA EL DESARROLLO SUSTENTABLE DEL ESTADO DE MICHOACÁN DE OCAMPO,"Para efectos del otorgamiento de estímulos fiscales, crediticios o financieros por parte del Estado, se considerarán prioritarias las actividades relacionadas con la conservación y restauración de los hábitats, la protección del ambiente y el aprovechamiento sustentable de los recursos naturales","Direct payment (PES), Credit"
2013 LEY AMBIENTAL PARA EL DESARROLLO SUSTENTABLE DEL ESTADO DE MICHOACÁN DE OCAMPO,"El apoyo, asesoría técnica y capacitación a las comunidades rurales para el desarrollo de actividades de conservación y aprovechamiento sustentable de la vida silvestre, la elaboración de planes de manejo, el desarrollo de estudios de poblaciones y la solicitud de autorizaciones",Technical assistance
2013 LEY AMBIENTAL PARA EL DESARROLLO SUSTENTABLE DEL ESTADO DE MICHOACÁN DE OCAMPO,La compensación por la producción y mejoramiento de los servicios ambientales,Direct payment (PES)  
2013 LEY AMBIENTAL PARA EL DESARROLLO SUSTENTABLE DEL ESTADO DE MICHOACÁN DE OCAMPO,"El Titular del Poder Ejecutivo del Estado promoverá ante las instancias Federal y Municipal, el diseño y aplicación de esquemas que tengan como propósito el pago por servicios ambientales identificados en el artículo anterior",Direct payment (PES)  
2013 LEY AMBIENTAL PARA EL DESARROLLO SUSTENTABLE DEL ESTADO DE MICHOACÁN DE OCAMPO,"La Secretaría promoverá, el diseño y operación de esquemas donde los usuarios aporten a la conservación y mejoramiento de los servicios ambientales de los que son beneficiarios, directamente o mediante formas indirectas mediadas por el Estado",Direct payment (PES)  
2013 LEY AMBIENTAL PARA EL DESARROLLO SUSTENTABLE DEL ESTADO DE MICHOACÁN DE OCAMPO,"El Pago por Servicios Ambientales es un mecanismo flexible y directo, a través del cual, quienes colaboren con la provisión y mantenimiento de dichos servicios, recibirán una retribución por parte de la autoridad competente",Direct payment (PES)  
2013 LEY AMBIENTAL PARA EL DESARROLLO SUSTENTABLE DEL ESTADO DE MICHOACÁN DE OCAMPO,"El Pago por Servicios Ambientales, podrá hacerse efectivo conforme al Reglamento de la Presente Ley y las Reglas de Operación",Direct payment (PES)  
Programa Estratégico Forestal para México 2025,"Valorar los recursos considerando los productos maderables, no maderables y servicios ambientales a través de",Unknown
Programa Estratégico Forestal para México 2025,Desarrollo de mercados,Unknown
Programa Estratégico Forestal para México 2025,Mecanismos de compensación,Unknown
Programa Estratégico Forestal para México 2025,Impulsar la valoración y compensación de los servicios ambientales,Unknown
Programa Estratégico Forestal para México 2025,"Promover que el sistema de incentivos del sector agropecuario se oriente hacia la sustentabilidad, otorgando apoyos directos al fomento de los recursos naturales y específicamente de los recursos forestales, tal como ocurre con el Procampo Verde",Unknown
Programa Estratégico Forestal para México 2025,"Utilizar los instrumentos de incentivos y apoyos ya disponibles, como el PRODEPLAN, PRONARE, PRODER y PROGRESA, entre otros, para fortalecer el desarrollo forestal sustentable en áreas densamente pobladas, impulsando la protección, conservación y restauración forestal en las cuencas hidrográficas",Unknown
Programa Estratégico Forestal para México 2025,"Eliminar incentivos perversos que promueven la deforestación y degradación, como son los que están dirigidos a incorporar tierras forestales a la agricultura y ganadería, en los casos donde estas tierras no pueden soportar tales actividades sustentablemente, así, el sistema de incentivos del sector agropecuario deberá ser orientado hacia la sustentabilidad",Unknown
Programa Estratégico Forestal para México 2025,"Otros, como el PROCAMPO verde, pueden jugar un papel importante",Unknown
Programa Estratégico Forestal para México 2025,Con estos instrumentos también se puede dar apoyo directo al fomento de los recursos naturales y específicamente del recurso forestal,Unknown
Programa Estratégico Forestal para México 2025,"Fortalecer los incentivos económicos, técnicos y sociales establecidos en programas tales como el PRODEFOR y PROCYMAF entre otros, para la formación de organizaciones regionales de silvicultores",Unknown
Programa Estratégico Forestal para México 2025,"Establecer un sistema de estímulo económico al buen manejo forestal, certificado conforme a estándares internacionales, y un incentivo económico para el monitoreo socio-ambiental para mejorar el control realizado por las comunidades",Unknown
Programa Estratégico Forestal para México 2025,Introducir y ajustar incentivos fiscales para plantaciones comerciales forestales,Unknown
Programa Estratégico Forestal para México 2025,Disminuir los riesgos para el inversionista implementando mecanismos de aseguramiento,Guarantee
Programa Estratégico Forestal para México 2025,Promover el establecimiento de plantaciones agroforestales y silvopastoriles de especies nativas y no maderables con pequeños productores,Unknown
Programa Estratégico Forestal para México 2025,"Crear y promover esquemas de financiamiento, considerando períodos largos de maduración de los cultivos",Unknown
Programa Estratégico Forestal para México 2025,Establecer incentivos especiales para reforestación de las tierras degradadas que tienen potencial forestal,Unknown
Programa Estratégico Forestal para México 2025,Capacitar a las comunidades rurales en el establecimiento y manejo de plantaciones e informar sobre los beneficios adicionales,Unknown
Programa Estratégico Forestal para México 2025,Proporcionar los apoyos necesarios para el desarrollo de plantaciones forestales comerciales,"Supplies, Technical assistance"
Programa Estratégico Forestal para México 2025,Asegurar disponibilidad de semillas y plantas de calidad,"Supplies, Technical assistance"
Programa Estratégico Forestal para México 2025,"Apoyar institucionalmente con investigación, capacitación, organización, aplicación de esquemas administrativos, de financiamiento y nueva tecnología","Supplies, Technical assistance"
Programa Estratégico Forestal para México 2025,"Otorgar incentivos fiscales a las plantaciones forestales comerciales, incluyendo incentivos dirigidos a promover la industria ligada a las plantaciones comerciales forestales",Tax deduction
Programa Estratégico Forestal para México 2025,"Sustituir las fianzas por un fondo de contingencia o un esquema de autoaseguramiento, que permita recuperar los subsidios en caso de pérdida de la plantación",Guarantee
Programa Estratégico Forestal para México 2025,"El fondo se constituiría a partir de las aportaciones de los propios plantadores y de otras instancias (gobiernos de los estados, organismos internacionales, proveedores e instituciones de crédito)",Guarantee
Programa Estratégico Forestal para México 2025,Implementar incentivos para pequeños productores,Unknown
Programa Estratégico Forestal para México 2025,"Concertar y promover diversos instrumentos de participación y financiamiento, para la incorporación al manejo técnico forestal de áreas forestales sometidas a presión por cambio de uso del suelo",Unknown
Programa Estratégico Forestal para México 2025,Establecer el programa de capacitación y asistencia técnica continua y fortalecer la vinculación con las instituciones de enseñanza e investigación para el desarrollo y transferencia tecnológica,Technical assistance
Programa Estratégico Forestal para México 2025,Diseñar y promover esquemas para el otorgamiento de incentivos para la reforestación,Unknown
Programa Estratégico Forestal para México 2025,Impulsar el establecimiento de plantaciones agroforestales con el propósito de motivar la participación de los dueños de los predios,Unknown
Programa Estratégico Forestal para México 2025,Propiciar la valoración de los servicios ambientales que generan los recursos forestales,Direct payment (PES)
Programa Estratégico Forestal para México 2025,Establecer un programa de subsidios y financiamiento para incentivar el desarrollo del mercado de servicios ambientales,Unknown
Programa Estratégico Forestal para México 2025,El crédito dirigido a los productores forestales también debe ser de dos tipos,"Credit, Technical assistance"
Programa Estratégico Forestal para México 2025,"el de avío, orientado a las labores de silvicultura y de aprovechamiento, es decir, créditos para estudios, asistencia técnica, derribo, arrime y transporte (mismos que actualmente recibe del industrial)","Credit, Technical assistance"
Programa Estratégico Forestal para México 2025,"y el refaccionario, dirigido a infraestructura, maquinaria y plantaciones","Credit, Technical assistance"
Programa Estratégico Forestal para México 2025,Establecer un mecanismo de apoyo y financiamiento a la prestación de servicios técnicos para la recuperación de áreas perturbadas o degradadas,Technical assistance
2000 REGLAMENTO DE LA LEY GENERAL DEL EQUILIBRIO ECOLÓGICO Y LA PROTECCIÓNAL AMBIENTE EN MATERIA DE ÁREAS NATURALES PROTEGIDAS,"Fomentar la participación directa de las organizaciones de ciudadanos y personas físicas que habiten dentro y en las zonas de influencia de las áreas naturales protegidas, con el objetivo de conservar y preservar dichas áreas y recomendar, para los mismos efectos, la acción coordinada de la Federación, el Distrito Federal, los Estados y los Municipios",Unknown
"2000 REGLAMENTO DE LA LEY GENERAL DEL EQUILIBRIO ECOLÓGICO Y LA PROTECCIÓN
AL AMBIENTE EN MATERIA DE ÁREAS NATURALES PROTEGIDAS",DE LOS INSTRUMENTOS ECONÓMICOS,Unknown
"2000 REGLAMENTO DE LA LEY GENERAL DEL EQUILIBRIO ECOLÓGICO Y LA PROTECCIÓN
AL AMBIENTE EN MATERIA DE ÁREAS NATURALES PROTEGIDAS","La Secretaría diseñará, desarrollará y aplicará los instrumentos económicos establecidos en la Ley, en las áreas naturales protegidas de interés de la Federación, conforme al presente Reglamento, a la declaratoria correspondiente, al programa de manejo respectivo, así como al manual que para esos efectos expida la Secretaría",Unknown
"2000 REGLAMENTO DE LA LEY GENERAL DEL EQUILIBRIO ECOLÓGICO Y LA PROTECCIÓN
AL AMBIENTE EN MATERIA DE ÁREAS NATURALES PROTEGIDAS","Cualquier persona física o moral, interesada en la conservación y el aprovechamiento sustentable de los recursos naturales ubicados en áreas naturales protegidas, podrá presentar una propuesta sobre instrumentos económicos que deberá de ir acompañada de un estudio técnico que justifique y oriente el uso de estos instrumentos, dicho estudio deberá ser realizado con base en el manual que para tal efecto expida la Secretaría",Unknown
"2000 REGLAMENTO DE LA LEY GENERAL DEL EQUILIBRIO ECOLÓGICO Y LA PROTECCIÓN
AL AMBIENTE EN MATERIA DE ÁREAS NATURALES PROTEGIDAS","Que quien contamine, haga un uso excesivo de los recursos naturales o altere los ecosistemas, asuma los costos inherentes a su conducta",Fine
"2000 REGLAMENTO DE LA LEY GENERAL DEL EQUILIBRIO ECOLÓGICO Y LA PROTECCIÓN
AL AMBIENTE EN MATERIA DE ÁREAS NATURALES PROTEGIDAS","Que quien conserve los recursos e invierta en su conservación, reciba por ello, un estímulo o una compensación",Direct payment (PES)
"2000 REGLAMENTO DE LA LEY GENERAL DEL EQUILIBRIO ECOLÓGICO Y LA PROTECCIÓN
AL AMBIENTE EN MATERIA DE ÁREAS NATURALES PROTEGIDAS",Que los ingresos que se generen sean destinados al manejo de las áreas protegidas y representen beneficios para sus habitantes,Direct payment (PES)
2007 Decreto Nº 223 - Ley para la Conservación y Restauración de Tierras del Estado de Michoacán de Ocampo,"Promover la creación de incentivos y/o la adecuación de los programas de desarrollo rural existentes, a fin de estimular el uso sustentable de las tierras, en coordinación con las dependencias competentes",Unknown
2007 Decreto Nº 223 - Ley para la Conservación y Restauración de Tierras del Estado de Michoacán de Ocampo,"Quienes aprovechen tierras de pastoreo y opten por establecer contratos de aprovechamiento de tierras, presentarán a la Secretaría, para la autorización de apoyos, un Plan de Manejo de Tierras, conforme a las recomendaciones técnicas aprobadas en los términos de esta Ley y la normatividad aplicable. Dentro de recomendaciones técnicas mencionadas, se deberán tomar en cuenta el silvopastoreo y otras prácticas que hagan compensatorio el uso forestal y ganadero. Los ejidos y comunidades y quienes cuenten con superficies con capacidad para menos de cincuenta unidades animal podrán solicitar a la Secretaría, apoyo técnico y financiero para la formulación y ejecución del mencionado Plan, en los términos establecidos por el Reglamento","Technical assistance, Direct payment"
2007 Decreto Nº 223 - Ley para la Conservación y Restauración de Tierras del Estado de Michoacán de Ocampo,"Promover la creación de incentivos y/o la adecuación de los programas de desarrollo rural existentes, a fin de estimular el uso sustentable de las tierras, en coordinación con las dependencias competentes","Technical assistance, Direct payment"
2007 Decreto Nº 223 - Ley para la Conservación y Restauración de Tierras del Estado de Michoacán de Ocampo,De los apoyos e incentivos,"Technical assistance, Direct payment"
2007 Decreto Nº 223 - Ley para la Conservación y Restauración de Tierras del Estado de Michoacán de Ocampo,"La Secretaría formulará un sistema coherente y suficiente de programas y recursos para el apoyo a los proyectos de conservación y restauración de tierras, y para la inducción de prácticas y sistemas de manejo sustentable de tierras, dentro de los márgenes de disponibilidad presupuestaria y utilizando los recursos y programas existentes","Technical assistance, Direct payment"
2007 Decreto Nº 223 - Ley para la Conservación y Restauración de Tierras del Estado de Michoacán de Ocampo,"La Secretaría, en coordinación con la Tesorería General, definirá los mecanismos para el establecimiento de incentivos fiscales al manejo sustentable de las tierras","Technical assistance, Direct payment"
2007 Decreto Nº 223 - Ley para la Conservación y Restauración de Tierras del Estado de Michoacán de Ocampo,"Generación y transferencia de tecnologías, formulación de proyectos y asistencia técnica para la conservación, restauración y manejo sustentable de las tierras y cuencas hidrográficas","Technical assistance, Direct payment"
2007 Decreto Nº 223 - Ley para la Conservación y Restauración de Tierras del Estado de Michoacán de Ocampo,"Apoyar la valoración y el pago de servicios ambientales que se generen por las actividades de conservación, restauración y manejo sustentable de las tierras y cuencas hidrográficas","Technical assistance, Direct payment"
2007 Decreto Nº 223 - Ley para la Conservación y Restauración de Tierras del Estado de Michoacán de Ocampo,"Los municipios y las delegaciones de las dependencias de la administración pública federal en la Entidad, en el ámbito de sus respectivas competencias, establecerán las medidas económicas y financieras para el fomento de la conservación, restauración y aprovechamiento sustentable de las tierras y para obras dentro de los DDR",Unknown
2002 Ley de Ciencia y Tecnología,"El Ejecutivo Federal, por conducto de las Secretarías de Hacienda y Crédito Público, de Educación Pública, de Economía, de Medio Ambiente y Recursos Naturales, de Salud, de Energía u otras
dependencias, según corresponda, y/o el CONACyT, podrá celebrar convenios con los gobiernos de las entidades federativas y con los municipios, a efecto de establecer programas y apoyos específicos de carácter regional, estatal y municipal para impulsar el desarrollo y descentralización de las actividades científicas, tecnológicas y de innovación",Unknown
2009 Decreto Supremo Nº 012-2009-MINAM/POLITICA NACIONAL DEL AMBIENTE,"Fomentar la valoración económica de los servicios ambientales que proporciona la diversidad biológica y en particular, los ecosistemas frágiles incluyendo los bosques húmedos tropicales, para la prevención y recuperación del ambiente",Unknown
2009 Decreto Supremo Nº 012-2009-MINAM/POLITICA NACIONAL DEL AMBIENTE,"Impulsar el diseño e implementación de instrumentos económicos y financieros, sistemas de compensación, retribución económica y distribución del pago por servicios ambientales",Direct payment (PES)
2009 Decreto Supremo Nº 012-2009-MINAM/POLITICA NACIONAL DEL AMBIENTE,"Para el debido seguimiento de la Política Nacional del Ambiente las autoridades de los gobiernos nacional, regionales y municipales, deben establecer metas concretas e indicadores de desempeño los mismos que deben ser concordantes con sus programas multianuales, sus estrategias de inversión y gasto social asociados, así como con los siguientes estándares nacionales de cumplimiento obligatorio",Unknown
2009 POLITICA REGIONAL DEL AMBIENTE (PRA) PUNO,"Incentívese la recuperación de suelos degradados, a través de abonamiento orgánico, mejores sistemas de riego, forestación u otros métodos",Unknown
